"argument_name","description","default_value","source_file","is_involved","recommended_value","reason"
"enable_distro_version_check","Enables checks that ensure the packages are installable on all supported distributions.","true","//chrome/installer/linux/BUILD.gn:29","否","保持默认","与需求无关，使用默认值"
"enable_downgrade_processing","","true","//chrome/browser/downgrade/buildflags.gni:9","否","保持默认","与需求无关，使用默认值"
"enable_downstream_media_tests","Many of the targets defined in this file have dependencies that cannot be satisfied without additional downstream resources. Explicitly guard them them behind this flag so that we do not attempt to build or isolate targets in public chromium checkouts.","false","//chrome/test/media_router/BUILD.gn:10","否","保持默认","不需要测试/基准测试功能"
"enable_dsyms","Produce dSYM files for targets that are configured to do so. dSYM generation is controlled globally as it is a linker output (produced via the //build/toolchain/apple/linker_driver.py. Enabling this will result in all shared library, loadable module, and executable targets having a dSYM generated.","false","//build/config/apple/symbols.gni:17","否","保持默认","与需求无关，使用默认值"
"enable_expensive_dchecks","Set to false to disable EXPENSIVE_DCHECK()s.","true","//build/config/dcheck_always_on.gni:30","否","保持默认","与需求无关，使用默认值"
"enable_extensions","","true","//extensions/buildflags/buildflags.gni:6","是","false","命令行模式不需要扩展"
"enable_external_mojo_services","Set to true to enable external Mojo services to communicate with services within cast_shell.","true","//chromecast/chromecast.gni:109","否","保持默认","与需求无关，使用默认值"
"enable_fake_assistant_microphone","Enable a fake microphone, which can replay audio files as microphone input. See chromeos/ash/components/assistant/tools/send-audio.sh","false","//chromeos/ash/components/assistant/assistant.gni:10","否","保持默认","与需求无关，使用默认值"
"enable_feed_v2","Whether Feed is enabled in the build.","true","//components/feed/features.gni:7","否","保持默认","与需求无关，使用默认值"
"enable_feed_v2_modern","Whether to include Feed in ChromeModern builds.","true","//components/feed/features.gni:10","否","保持默认","与需求无关，使用默认值"
"enable_ffmpeg_video_decoders","On Android, FFMpeg is built without video decoders by default. This flag gives the option to override that decision in case there are no hardware decoders. To do so, you will also need to update ffmpeg build files in order to define which decoders to build in.","true","//media/media_options.gni:192","是","true","视频解码器"
"enable_full_stack_frames_for_profiling","Compile in such a way as to make it possible for the profiler to unwind full stack frames. Setting this flag has a large effect on the performance of the generated code than just setting profiling, but gives the profiler more information to analyze. Requires profiling to be set to true.","false","//build/config/compiler/BUILD.gn:67","否","保持默认","与需求无关，使用默认值"
"enable_google_benchmarks","Google Benchmark is not checked out by default, because it is only used by a few specialized benchmarks that most developers do not interact with.","false","//third_party/google_benchmark/buildconfig.gni:11","否","保持默认","不需要测试/基准测试功能"
"enable_gpu_client_logging","Enable GPU client logging without DCHECK being on.","false","//gpu/command_buffer/client/BUILD.gn:13","否","保持默认","与需求无关，使用默认值"
"enable_gpu_service_logging","Whether service side logging (actual calls into the GL driver) is enabled or not.","false","//ui/gl/BUILD.gn:21","否","保持默认","与需求无关，使用默认值"
"enable_grpc_ares","Compiles with ares.","false","//third_party/grpc/BUILD.gn:9","否","保持默认","与需求无关，使用默认值"
"enable_gvr_services","","false","//device/vr/buildflags/buildflags.gni:11","否","保持默认","与需求无关，使用默认值"
"enable_gwp_asan","Convenience definition","true","//components/gwp_asan/buildflags/buildflags.gni:25","否","保持默认","与需求无关，使用默认值"
"enable_gwp_asan_malloc","Is GWP-ASan malloc/PartitionAlloc hooking enabled for chrome/ on a given platform.","true","//components/gwp_asan/buildflags/buildflags.gni:19","否","保持默认","与需求无关，使用默认值"
"enable_gwp_asan_partitionalloc","","true","//components/gwp_asan/buildflags/buildflags.gni:20","否","保持默认","与需求无关，使用默认值"
"enable_hangout_services_extension","Hangout services is an extension that adds extra features to Hangouts. It is enableable separately to facilitate testing.","false","//chrome/common/features.gni:61","否","保持默认","与需求无关，使用默认值"
"enable_hevc_parser_and_hw_decoder","","false","//media/media_options.gni:100","否","保持默认","与需求无关，使用默认值"
"enable_hls_demuxer","Enable HLS manifest parser and demuxer.","false","//media/media_options.gni:94","否","保持默认","与需求无关，使用默认值"
"enable_hls_sample_aes","","false","//media/media_options.gni:80","否","保持默认","与需求无关，使用默认值"
"enable_ink","Enable ink libraries provided by the ChromeOS media app dependency. This argument indicates whether the ink libraries provided by the ChromeOS media app dependency is enabled. It also determines whether the annotation feature is enabled for the PDF viewer.","false","//pdf/features.gni:18","否","保持默认","与需求无关，使用默认值"
"enable_ipc_fuzzer","Build IPC fuzzer by default if it's a supported configuration. For sanitizer builds, this needs to be enabled explicitly as they can be slow","false","//tools/ipc_fuzzer/ipc_fuzzer.gni:14","是","false","不需要IPC fuzzer"
"enable_ipc_logging","Enabling debug builds automatically sets enable_ipc_logging to true.","false","//ipc/features.gni:7","否","保持默认","与需求无关，使用默认值"
"enable_iterator_debugging","When set, enables libc++ debug mode with iterator debugging. Iterator debugging is generally useful for catching bugs. But it can introduce extra locking to check the state of an iterator against the state of the current object. For iterator- and thread-heavy code, this can significantly slow execution - two orders of magnitude slowdown has been seen (crbug.com/903553) and iterator debugging also slows builds by making generation of snapshot_blob.bin take ~40-60 s longer. Therefore this defaults to off.","false","//build/config/c++/c++.gni:41","否","保持默认","与需求无关，使用默认值"
"enable_js_protobuf","Allows subprojects to omit javascript dependencies (e.g.) closure_compiler and google-closure-library.","true","//third_party/protobuf/proto_library.gni:145","否","保持默认","与需求无关，使用默认值"
"enable_js_type_check","Enable closure type-checking for Chrome's web technology-based UI. This enables the webui_closure_compile target which does a no-op without this flag enabled. Requires Java.","true","//third_party/closure_compiler/compile_js.gni:11","否","保持默认","与需求无关，使用默认值"
"enable_jxl_decoder","If true, adds support for JPEG XL image decoding.","true","//third_party/blink/public/public_features.gni:9","否","保持默认","与需求无关，使用默认值"
"enable_keystone_registration_framework","Indicates whether keystone registration framework should be enabled (see action(""keystone_registration_framework"") below). There are some tests where we'd like for it to be disabled. (https://crbug.com/909080)","true","//chrome/BUILD.gn:60","否","保持默认","与需求无关，使用默认值"
"enable_kythe_annotations","Enables Kythe annotations necessary to build cross references.","false","//build/toolchain/kythe.gni:10","否","保持默认","与需求无关，使用默认值"
"enable_libaom","Enable encoding and decoding AV1 video files.","true","//third_party/libaom/options.gni:7","否","保持默认","与需求无关，使用默认值"
"enable_libaom_decoder","To be deprecated soon.","false","//third_party/libaom/options.gni:10","否","保持默认","与需求无关，使用默认值"
"enable_libgav1_decoder","","false","//third_party/libgav1/options.gni:12","否","保持默认","与需求无关，使用默认值"
"enable_library_cdms","Enables the use of library CDMs that implements the interface defined at media/cdm/api/content_decryption_module.h. If true, the actually library CDM will be hosted in the mojo CDM service running in the CDM (utility) process. Used for all desktop platforms except Fuchsia (crbug.com/1265618).","true","//media/media_options.gni:200","否","保持默认","与需求无关，使用默认值"
"enable_linux_installer","","true","//chrome/installer/BUILD.gn:11","是","false","不需要Linux安装包"
"enable_location_source","Indicates if the Location object contains the source code information file name) is saved.","true","//base/BUILD.gn:52","否","保持默认","与需求无关，使用默认值"
"enable_log_error_not_reached","","false","//build/config/logging.gni:12","否","保持默认","与需求无关，使用默认值"
"enable_logging_override","Enable logging override, e.g. enable DVLOGs through level 2 at build time. On Chromecast, these are logged as INFO. On Fuchsia, these are logged as VLOGs.","false","//media/media_options.gni:85","否","保持默认","与需求无关，使用默认值"
"enable_maldoca","Enables analysis of Office documents for malicious macros","true","//chrome/services/file_util/public/features.gni:14","否","保持默认","与需求无关，使用默认值"
"enable_mdns","Multicast DNS.","true","//net/features.gni:25","是","true","网络发现支持"
"enable_media_drm_storage","Enable browser managed persistent metadata storage for EME persistent session and persistent usage record session.","false","//media/media_options.gni:91","否","保持默认","与需求无关，使用默认值"
"enable_media_foundation_widevine_cdm","","false","//third_party/widevine/cdm/widevine.gni:51","否","保持默认","与需求无关，使用默认值"
"enable_media_overlay","Set to true to enable media overlay for volume bar, etc.","false","//chromecast/chromecast.gni:130","否","保持默认","与需求无关，使用默认值"
"enable_media_remoting","This switch defines whether the Media Remoting implementation will be built. When enabled, media is allowed to be renderer and played back on remote devices when the tab is being casted and other conditions are met.","true","//media/media_options.gni:294","否","保持默认","与需求无关，使用默认值"
"enable_media_remoting_rpc","Media Remoting RPC is disabled on Android since it's unused but increases the native binary size by ~70Kb.","true","//media/media_options.gni:300","否","保持默认","与需求无关，使用默认值"
"enable_message_center","","true","//ui/base/ui_features.gni:30","是","false","不需要消息中心"
"enable_modular_updater","Set true to enable modular_updater.","false","//build/config/chromecast_build.gni:33","否","保持默认","与需求无关，使用默认值"
"enable_mojo_tracing","","false","//mojo/public/cpp/bindings/BUILD.gn:12","否","保持默认","与需求无关，使用默认值"
"enable_mojom_closure_compile","Enables Closure compilation of generated JS lite bindings. In environments where compilation is supported, any mojom target ""foo"" will also have a corresponding ""foo_js_library_for_compile"" target generated.","true","//mojo/public/tools/bindings/mojom.gni:44","否","保持默认","与需求无关，使用默认值"
"enable_mojom_fuzzer","Enables generating javascript fuzzing-related code and the bindings for the MojoLPM fuzzer targets. Off by default.","false","//mojo/public/tools/bindings/mojom.gni:51","否","保持默认","不需要测试/基准测试功能"
"enable_mojom_message_id_scrambling","Controls message ID scrambling behavior. If |true|, message IDs are scrambled (i.e. randomized based on the contents of //chrome/VERSION) on non-Chrome OS desktop platforms. Set to |false| to disable message ID scrambling on all platforms.","true","//mojo/public/tools/bindings/mojom.gni:39","否","保持默认","与需求无关，使用默认值"
"enable_mojom_typemapping","Indicates whether typemapping should be supported in this build configuration. This may be disabled when building external projects which depend on //mojo but which do not need/want all of the Chromium tree dependencies that come with typemapping. Note that (perhaps obviously) a huge amount of Chromium code will not build with typemapping disabled, so it is never valid to set this to |false| in any Chromium build configuration.","true","//mojo/public/tools/bindings/mojom.gni:33","否","保持默认","与需求无关，使用默认值"
"enable_mse_mpeg2ts_stream_parser","","false","//media/media_options.gni:64","否","保持默认","与需求无关，使用默认值"
"enable_mutex_priority_inheritance","Set to true to enable mutex priority inheritance. See the comments in LockImpl::PriorityInheritanceAvailable() in lock_impl_posix.cc for the platform requirements to safely enable priority inheritance.","false","//base/BUILD.gn:68","否","保持默认","与需求无关，使用默认值"
"enable_nacl","","true","//components/nacl/features.gni:14","是","false","不需要Native Client"
"enable_nocompile_tests","TODO(crbug.com/105388): make sure no-compile test is not flaky.","true","//build/nocompile.gni:68","是","false","不需要编译时测试"
"enable_offline_pages","Whether to enable OfflinePages support. Currently user-visible features are Android-only.","false","//components/offline_pages/buildflags/features.gni:8","是","false","不需要离线页面"
"enable_offline_pages_harness","This enables test API for locally-built harness which is used for quality evaluations. Requires setting this variable manually at local environment.","false","//components/offline_pages/buildflags/features.gni:12","否","保持默认","与需求无关，使用默认值"
"enable_oop_printing","Enables out-of-process printing. While this definition matches feature could still be appropriate for some build configurations which explicitly disable print preview.","true","//printing/buildflags/buildflags.gni:35","否","保持默认","与需求无关，使用默认值"
"enable_opengl_apitrace","Enable explicit apitrace (https://apitrace.github.io) loading. This requires apitrace library with additional bindings. See ChromeOS package for details: https://chromium-review.googlesource.com/c/chromiumos/overlays/chromiumos-overlay/+/2659419 Chrome will not start without an apitrace.so library. Trace will be saved to /tmp/gltrace.dat file by default. You can override it at run time with TRACE_FILE=<path> environment variable.","false","//build/config/ozone.gni:34","否","保持默认","与需求无关，使用默认值"
"enable_openscreen_protocol","Set to true to build code that supports the Open Screen Protocol. OSP is experimental and not yet feature-complete.","false","//chrome/browser/media/router/BUILD.gn:12","否","保持默认","与需求无关，使用默认值"
"enable_openxr","To build with OpenXR support, the OpenXR Loader needs to be pulled to third_party/openxr.","false","//device/vr/buildflags/buildflags.gni:18","是","false","禁用OpenXR设备支持"
"enable_paint_preview","Enable basic paint preview support. Does not work on iOS. Should not be included with Chromecast hardware devices. Used by //components/paint_preview and //third_party/harfbuzz-ng. TODO(crbug.com/webrtc/11223) Move back this file in for consistency sake.","true","//build/config/buildflags_paint_preview.gni:15","否","保持默认","与需求无关，使用默认值"
"enable_pdf","","true","//pdf/features.gni:20","是","false","不需要PDF查看"
"enable_perfetto_benchmarks","","false","//third_party/perfetto/gn/perfetto.gni:195","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_fuzzers","","false","//third_party/perfetto/gn/perfetto.gni:198","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_heapprofd","","false","//third_party/perfetto/gn/perfetto.gni:157","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_integration_tests","","false","//third_party/perfetto/gn/perfetto.gni:193","是","false","不需要集成测试"
"enable_perfetto_ipc","","true","//third_party/perfetto/gn/perfetto.gni:150","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_llvm_demangle","","false","//third_party/perfetto/gn/perfetto.gni:300","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_platform_services","","false","//third_party/perfetto/gn/perfetto.gni:141","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_stderr_crash_dump","","false","//third_party/perfetto/gn/perfetto.gni:235","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_tools","","false","//third_party/perfetto/gn/perfetto.gni:187","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor","","true","//third_party/perfetto/gn/perfetto.gni:173","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor_httpd","","false","//third_party/perfetto/gn/perfetto.gni:287","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor_json","","true","//third_party/perfetto/gn/perfetto.gni:282","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor_linenoise","","false","//third_party/perfetto/gn/perfetto.gni:276","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor_percentile","","false","//third_party/perfetto/gn/perfetto.gni:272","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_trace_processor_sqlite","","true","//third_party/perfetto/gn/perfetto.gni:267","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_traceconv","","false","//third_party/perfetto/gn/perfetto.gni:306","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_traced_perf","","false","//third_party/perfetto/gn/perfetto.gni:165","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_traced_probes","The traced_probes daemon is very Linux-specific, as it depends on ftrace and various /proc interfaces. There is no point making its code platform-neutral as it won't do anything useful on Windows. The only reason why we still build it on Mac OS is to be able to run the unittests there and making dev on mac less cumbersome. The traced_probes code happens to build cleanly and for now the mainteinance cost on Mac is extremely low.","false","//third_party/perfetto/gn/perfetto.gni:259","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_tracing","Support using system perfetto tracing","false","//chromecast/chromecast.gni:115","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_ui","","false","//third_party/perfetto/gn/perfetto.gni:310","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_unittests","","true","//third_party/perfetto/gn/perfetto.gni:189","是","false","不需要Perfetto单元测试"
"enable_perfetto_version_gen","","false","//third_party/perfetto/gn/perfetto.gni:204","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_watchdog","","false","//third_party/perfetto/gn/perfetto.gni:182","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_x64_cpu_opt","","false","//third_party/perfetto/gn/perfetto.gni:243","否","保持默认","不需要测试/基准测试功能"
"enable_perfetto_zlib","","false","//third_party/perfetto/gn/perfetto.gni:293","否","保持默认","不需要测试/基准测试功能"
"enable_platform_ac3_eac3_audio","Enables AC3/EAC3 audio demuxing. This is enabled only on Chromecast, since it only provides demuxing, and is only useful for AC3/EAC3 audio pass-through to HDMI sink on Chromecast.","false","//media/media_options.gni:53","否","保持默认","与需求无关，使用默认值"
"enable_platform_dolby_vision","Enable Dolby Vision demuxing. Enable by default for Chromecast. Actual decoding must be provided by the platform. Note some Dolby Vision profiles which are encoded using HEVC require |enable_platform_hevc| to be enabled. TODO(crbug.com/1336055): Revisit the default value for this setting as it applies to video-capable devices.","false","//media/media_options.gni:73","否","保持默认","与需求无关，使用默认值"
"enable_platform_dts_audio","Enables DTS/DTSX audio handling in chromium. This includes demuxing, on-device decoding and bitstream passthrough as supported by device.","false","//media/media_options.gni:59","否","保持默认","与需求无关，使用默认值"
"enable_platform_hevc","","false","//media/media_options.gni:116","是","true","HEVC/H265支持"
"enable_platform_mpeg_h_audio","","false","//media/media_options.gni:55","否","保持默认","与需求无关，使用默认值"
"enable_playready","Use Playready CDMs for internal non-desktop builds.","false","//chromecast/chromecast.gni:157","否","保持默认","与需求无关，使用默认值"
"enable_plugins","Enables basic plugin support. This enables support for registering and looking up plugins, but does not include support for loading plugins using a specific technology like Pepper.","true","//ppapi/buildflags/buildflags.gni:13","是","false","命令行模式不需要插件"
"enable_ppapi","Enables Pepper API (PPAPI) plugin support.","true","//ppapi/buildflags/buildflags.gni:18","是","false","不需要Pepper API"
"enable_precompiled_headers","","false","//build/config/pch.gni:14","否","保持默认","与需求无关，使用默认值"
"enable_print_content_analysis","","true","//printing/buildflags/buildflags.gni:40","否","保持默认","与需求无关，使用默认值"
"enable_print_media_l10n","Enable print media localization only on the platforms that support CUPS IPP uniquely generated by CUPS IPP.","false","//chrome/common/printing/BUILD.gn:15","否","保持默认","与需求无关，使用默认值"
"enable_print_preview","Enables printing with print preview. Print preview requires PDF per //printing/BUILD.gn. The is_android condition is currently redundant but left for clarity.","true","//printing/buildflags/buildflags.gni:21","是","false","不需要打印预览"
"enable_profiling","Compile in such a way as to enable profiling of the generated code. For example, don't omit the frame pointer and leave in symbols.","false","//build/config/compiler/compiler.gni:68","否","保持默认","与需求无关，使用默认值"
"enable_pseudolocales","We want to give pseudolocales to everyone except end-users (devs & QA). Note that this only packages the locales in, and doesn't add the ui to enable them.","true","//build/config/locales.gni:243","否","保持默认","与需求无关，使用默认值"
"enable_qr_print","Enables building a development / debugging binary.","false","//components/qr_code_generator/BUILD.gn:7","否","保持默认","与需求无关，使用默认值"
"enable_random_mojo_delays","enable_random_mojo_delays starts a task runner that periodically pauses random Mojo bindings and later resumes them, in order to test whether parts of the code implicitly rely on FIFO processing of messages sent on different message pipes (which they should not).","false","//mojo/public/cpp/bindings/BUILD.gn:18","否","保持默认","与需求无关，使用默认值"
"enable_reading_list","Controls whether reading list support is active or not. Currently only supported on iOS (on other platforms, the feature is always disabled).","true","//components/reading_list/features/reading_list.gni:8","是","false","不需要阅读列表"
"enable_remoting","","true","//remoting/remoting_enable.gni:12","是","false","不需要远程桌面"
"enable_remoting_for_cwr","True to use the remoting implementation of cast streaming for the cast web runtime (as opposed to the mirroring-only implementation).","false","//chromecast/chromecast.gni:144","否","保持默认","与需求无关，使用默认值"
"enable_reporting","Reporting not used on iOS.","true","//net/features.gni:28","是","true","网络报告支持"
"enable_resource_allowlist_generation","","false","//build/toolchain/gcc_toolchain.gni:28","否","保持默认","与需求无关，使用默认值"
"enable_rust","Whether to allow Rust code to be part of the Chromium *build process*. This can be used to create Rust test binaries, even if the flag below is false.","false","//build/config/rust.gni:17","否","保持默认","与需求无关，使用默认值"
"enable_screen_ai_service","","true","//components/services/screen_ai/buildflags/features.gni:11","否","保持默认","与需求无关，使用默认值"
"enable_segment_heap","","false","//build/config/win/manifest.gni:46","否","保持默认","与需求无关，使用默认值"
"enable_service_discovery","","true","//chrome/common/features.gni:63","否","保持默认","与需求无关，使用默认值"
"enable_session_service","Enables use of the session service, which is enabled by default. Android stores them separately on the Java side.","true","//chrome/common/features.gni:67","是","true","需要会话服务支持"
"enable_skia_dawn_gtests","Enable gtests using SkiaRenderer Dawn. TODO(rivr): Remove this and enable the tests by default once a software path for D3D12 is available.","false","//skia/features.gni:13","否","保持默认","不需要测试/基准测试功能"
"enable_skia_wuffs_gif","","true","//skia/BUILD.gn:30","否","保持默认","与需求无关，使用默认值"
"enable_snap_package","Enable building snap packages","false","//chrome/installer/linux/BUILD.gn:32","是","false","不需要Snap包"
"enable_soda","Used to enable the Speech On-Device API (SODA) in unit and browser tests.","false","//components/soda/buildflags.gni:7","否","保持默认","与需求无关，使用默认值"
"enable_speech_service","Whether the browser provides a speech recognition service","true","//chrome/services/speech/buildflags/buildflags.gni:10","否","保持默认","与需求无关，使用默认值"
"enable_stack_trace_line_numbers","","false","//build/config/logging.gni:13","否","保持默认","与需求无关，使用默认值"
"enable_stripping","Strip symbols from linked targets by default. If this is enabled, the If custom stripping parameters are required, remove that config from a linked target and apply custom -Wcrl,strip flags. See","false","//build/config/apple/symbols.gni:24","否","保持默认","与需求无关，使用默认值"
"enable_swiftshader","","true","//ui/gl/features.gni:30","是","false","禁用SwiftShader CPU渲染，减少编译时间"
"enable_swiftshader_vulkan","Enable swiftshader vulkan. Disabling it can save build time, however not work.","true","//gpu/vulkan/features.gni:17","是","false","禁用SwiftShader Vulkan，不需要CPU渲染"
"enable_system_notifications","","true","//chrome/common/features.gni:71","是","false","不需要系统通知"
"enable_tagged_pdf","Enables exporting to tagged PDF.","true","//printing/buildflags/buildflags.gni:45","否","保持默认","与需求无关，使用默认值"
"enable_trace_logging","Enables trace logging in build. This is true by default, unless we are built against Chrome--we have no way to link their platform implementation into our binaries so trace logging is not possible.","false","//third_party/openscreen/src/util/BUILD.gn:11","否","保持默认","与需求无关，使用默认值"
"enable_typescript_bindings","Enables generating Typescript bindings and compiling them to JS bindings.","false","//mojo/public/tools/bindings/mojom.gni:47","否","保持默认","与需求无关，使用默认值"
"enable_video_capture_service","Set to true to enable video capture service for video input and output.","false","//chromecast/chromecast.gni:105","否","保持默认","与需求无关，使用默认值"
"enable_video_with_mixed_audio","Set to true to enable a CMA media backend that allows mixed audio to be output with sync'd video.","false","//chromecast/chromecast.gni:79","否","保持默认","与需求无关，使用默认值"
"enable_vr","","true","//device/vr/buildflags/buildflags.gni:26","是","false","禁用VR设备支持"
"enable_vulkan","","true","//gpu/vulkan/features.gni:12","是","false","禁用Vulkan支持"
"enable_wayland_server","Indicates if Wayland display server support is enabled.","false","//chrome/common/features.gni:74","否","保持默认","与需求无关，使用默认值"
"enable_websockets","WebSockets and socket stream code are not used on iOS and are optional in cronet.","true","//net/features.gni:13","是","true","YouTube/Facebook需要WebSocket支持"
"enable_webui_certificate_viewer","Enables the webui certificate viewer dialog.","true","//chrome/common/features.gni:77","否","保持默认","与需求无关，使用默认值"
"enable_webui_inline_sourcemaps","Whether to inline source maps during build. This is an experimental feature currently only being used for New Tab Page being tracked at crbug/1337530.","false","//ui/webui/webui_features.gni:18","否","保持默认","与需求无关，使用默认值"
"enable_webui_tab_strip","Enable the WebUI version of the browser's tab strip.","true","//ui/webui/webui_features.gni:14","否","保持默认","与需求无关，使用默认值"
"enable_widevine","Enables Widevine key system support. Enabled by default in Google Chrome, on Android and Fuchsia platforms. Can be optionally enabled in Chromium on non-Android platforms. Please see","false","//third_party/widevine/cdm/widevine.gni:15","是","false","不需要Widevine DRM（除非需要付费内容）"
"enable_wmax_tokens","","true","//build/config/compiler/BUILD.gn:154","否","保持默认","与需求无关，使用默认值"
"enable_xz_extractor","Whether the file_util service supports .xz file extraction. Currently only used by imageWriterPrivate extension API, so only enabled when Extensions are enabled.","true","//chrome/services/file_util/public/features.gni:11","否","保持默认","与需求无关，使用默认值"
"exclude_unwind_tables","Exclude unwind tables by default for official builds as unwinding can be done from stack dumps produced by Crashpad at a later time ""offline"" in the crash server. Since this increases binary size, we don't recommend including them in shipping builds. For unofficial (e.g. development) builds and non-Chrome branded (e.g. Cronet which doesn't use Crashpad, crbug.com/479283) builds it's useful to be able to unwind at runtime. Include the unwind tables on Android even for official builds, as otherwise the crash dumps generated by Android's debuggerd are largely useless, and having this additional mechanism to understand issues is particularly helpful to WebView.","false","//build/config/compiler/compiler.gni:123","否","保持默认","仅支持Linux平台，此参数不适用"
"extended_tracing_enabled","Enable more trace events. Disabled by default due to binary size impact, but highly recommended for local development.","false","//base/trace_event/tracing.gni:11","否","保持默认","与需求无关，使用默认值"
"fatal_linker_warnings","Enable fatal linker warnings. Building Chromium with certain versions of binutils can cause linker warning.","true","//build/config/compiler/BUILD.gn:75","否","保持默认","与需求无关，使用默认值"
"ffmpeg_branding","Controls whether we build the Chromium or Google Chrome version of FFmpeg. The Google Chrome version contains additional codecs. Typical values are Chromium, Chrome, and ChromeOS.","""Chrome""","//third_party/ffmpeg/ffmpeg_options.gni:32","是","""Chrome""","YouTube需要Chrome版本的FFmpeg编解码"
"ffmpeg_use_unsafe_atomics","Set to true to force the use of ffmpeg's stdatomic fallback code. This code is unsafe and does not implement atomics properly. https://crbug.com/161723. Windows and GCC prior to 4.9 lack stdatomic.h. This is also useful for developers who use icecc, which relies upon clang's -frewrite-includes flag which is broken with #include_next directives as used in chromium's clang stdatomic.h. Some background: https://bugs.llvm.org/show_bug.cgi?id=26828","false","//third_party/ffmpeg/ffmpeg_options.gni:50","否","保持默认","与需求无关，使用默认值"
"forbid_non_component_debug_builds","Whether an error should be raised on attempts to make debug builds with is_component_build=false. Very large debug symbols can have unwanted side effects so this is enforced by default for chromium.","true","//build/config/compiler/compiler.gni:110","否","保持默认","与需求无关，使用默认值"
"force_cast_bluetooth","","false","//device/bluetooth/cast_bluetooth.gni:4","否","保持默认","与需求无关，使用默认值"
"from_here_uses_location_builtins","Whether or not the FROM_HERE macro uses base::Location::Current().","true","//base/BUILD.gn:55","否","保持默认","与需求无关，使用默认值"
"gcc_target_rpath","When non empty, overrides the target rpath value. This allows a user to make a Chromium build where binaries and shared libraries are meant to be installed into separate directories, like /usr/bin/chromium and generates a whole target root filesystem (like Yocto) is used on top of gn, especially when cross-compiling. Note: this gn arg is similar to gyp target_rpath generator flag.","""""","//build/config/gcc/BUILD.gn:19","否","保持默认","与需求无关，使用默认值"
"generate_fuzzer_owners","Generates an owners file for each fuzzer test. TODO(crbug.com/1194183): Remove this arg when finding OWNERS is faster.","false","//build/config/sanitizers/sanitizers.gni:166","否","保持默认","不需要测试/基准测试功能"
"generate_linker_map","Used for binary size analysis.","false","//build/toolchain/toolchain.gni:21","否","保持默认","与需求无关，使用默认值"
"gold_path","When we are going to use gold we need to find it.","""""","//build/config/compiler/BUILD.gn:71","否","保持默认","与需求无关，使用默认值"
"goma_dir","Absolute directory containing the gomacc binary.","""""","//build/toolchain/goma.gni:17","否","保持默认","与需求无关，使用默认值"
"google_api_key","Set these to bake the specified API keys and OAuth client IDs/secrets into your build. If you create a build without values baked in, you can instead set environment variables to provide the keys at runtime (see src/google_apis/google_api_keys.h for details). Features that require server-side APIs may fail to work if no keys are provided. Note that when building a Chrome-branded build or if implicitly), these values will be ignored and the official keys will be used instead.","""""","//google_apis/BUILD.gn:43","否","保持默认","与需求无关，使用默认值"
"google_default_client_id","See google_api_key.","""""","//google_apis/BUILD.gn:46","否","保持默认","与需求无关，使用默认值"
"google_default_client_secret","See google_api_key.","""""","//google_apis/BUILD.gn:49","否","保持默认","与需求无关，使用默认值"
"grpc_use_static_linking","TODO(169395837): Somehow gRPC symbols cannot be found on Android. Keep using static linking for now. In windows and mac use static linking. Use static linking on Chrome OS as a workaround for the symbol lookup error(crbug/1241330) due to a gRPC version mismatch between what Chrome uses and what CrOS provides.","false","//third_party/grpc/BUILD.gn:17","否","保持默认","与需求无关，使用默认值"
"gtest_enable_absl_printers","Allows googletest to pretty-print various absl types. Disabled for nacl due to lack of toolchain support.","true","//build_overrides/build.gni:39","否","保持默认","不需要测试/基准测试功能"
"gtk_version","The (major) version of GTK to build against. A different version may be loaded at runtime.","3","//build/config/linux/gtk/gtk.gni:13","否","保持默认","与需求无关，使用默认值"
"has_native_accessibility","Whether the platform provides a native accessibility toolkit, in other words the platform has a C/C++ interface for accessibility that Chrome implements/subclasses in some way - win, mac, linux.","true","//ui/base/ui_features.gni:18","否","保持默认","与需求无关，使用默认值"
